date,time,balance,equity,profit,floating_profit,drawdown,today_profit,yesterday_profit,week_profit,month_profit,total_profit,server,symbol,nickname,ip
2025-11-11,05:47:04,9000.00,9499.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:48:38,9000.00,9499.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:48:38,9000.00,9499.00,0.00,0.00,47.23,0.00,0.00,0.00,0.00,0.00,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:49:06,9000.00,9499.00,0.00,,,,,,,,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:49:06,9000.00,9499.00,0.00,0.00,47.23,0.00,0.00,0.00,0.00,0.00,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:49:09,9000.00,9499.00,0.00,0.00,47.23,0.00,0.00,0.00,0.00,0.00,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:49:09,9000.00,9499.00,0.00,0.00,47.23,0.00,0.00,0.00,0.00,0.00,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:49:11,9000.00,9499.00,0.00,0.00,47.23,0.00,0.00,0.00,0.00,0.00,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:50:48,8999.70,9497.60,-1.10,-1.40,47.24,-0.30,0.00,-0.30,-0.30,-0.30,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:51:21,8999.70,9497.65,-1.05,-1.35,47.24,-0.30,0.00,-0.30,-0.30,-0.30,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:53:32,9004.80,9496.15,-7.65,-7.95,47.26,-0.30,0.00,-0.30,-0.30,4.80,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:54:01,9004.80,9496.20,-7.60,-2.80,47.26,4.80,0.00,4.80,4.80,4.80,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:56:24,9004.80,9496.20,-7.60,-2.80,47.26,4.80,0.00,4.80,4.80,4.80,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:56:42,9004.80,9496.20,-7.60,-2.80,47.26,4.80,0.00,4.80,4.80,4.80,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:59:02,9004.80,9496.15,-7.65,-2.85,47.26,4.80,0.00,4.80,4.80,4.80,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,05:59:23,9004.80,9496.20,-7.60,-2.80,47.26,4.80,0.00,4.80,4.80,4.80,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:01:38,9004.80,9496.20,-7.60,-2.80,47.26,4.80,0.00,4.80,4.80,4.80,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:02:04,9004.80,9496.20,-7.60,-2.80,47.26,4.80,0.00,4.80,4.80,4.80,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:03:40,9010.60,9494.75,-14.85,-4.25,47.28,10.60,0.00,10.60,10.60,10.60,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:04:36,9010.60,9494.75,-14.85,-4.25,47.28,10.60,0.00,10.60,10.60,10.60,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:06:14,9010.60,9494.75,-14.85,-4.25,47.28,10.60,0.00,10.60,10.60,10.60,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:07:14,9010.60,9494.70,-14.90,-4.30,47.28,10.60,0.00,10.60,10.60,10.60,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:08:55,9010.60,9494.70,-14.90,-4.30,47.28,10.60,0.00,10.60,10.60,10.60,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:09:55,9010.60,9494.70,-14.90,-4.30,47.28,10.60,0.00,10.60,10.60,10.60,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:11:31,9018.75,9494.80,-22.95,-4.20,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:12:06,9018.75,9494.75,-23.00,-4.25,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:14:19,9018.75,9494.80,-22.95,-4.20,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:14:49,9018.75,9494.80,-22.95,-4.20,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:17:07,9018.75,9494.75,-23.00,-4.25,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:17:46,9018.75,9494.75,-23.00,-4.25,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:19:58,9018.75,9494.75,-23.00,-4.25,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:20:28,9018.75,9494.75,-23.00,-4.25,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:22:38,9018.75,9494.80,-22.95,-4.20,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:23:11,9018.75,9494.75,-23.00,-4.25,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:25:33,9018.75,9494.80,-22.95,-4.20,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:26:12,9018.75,9494.80,-22.95,-4.20,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:28:26,9018.75,9494.75,-23.00,-4.25,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:28:54,9018.75,9494.75,-23.00,-4.25,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:31:06,9018.75,9494.80,-22.95,-4.20,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:31:34,9018.75,9494.80,-22.95,-4.20,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:33:58,9018.75,9494.75,-23.00,-4.25,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:34:28,9018.75,9494.80,-22.95,-4.20,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
2025-11-11,06:36:57,9018.75,9494.75,-23.00,-4.25,47.31,18.75,0.00,18.75,18.75,18.75,VantageInternational-Live 11,XAUUSD.pc,Gold40,222.110.106.215
